ID,Term,Date,utt_annotations,labels,sentiment,Speaker_party,Party_status,Party_orientation
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u86,Term 5,2008-11-11,2.41,Neutral Negative,Neutral,SLS,Coalition,Centre-right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u106,Term 5,2008-11-11,1.58,Neutral Negative,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u108,Term 5,2008-11-11,0.74,Mixed Negative,Negative,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u110,Term 5,2008-11-11,3.07,Neutral Positive,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u112,Term 5,2008-11-11,0.74,Mixed Negative,Negative,SLS,Coalition,Centre-right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u114,Term 5,2008-11-11,4.7,Positive,Positive,LDS,Opposition,Centre to centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u116,Term 5,2008-11-11,1.97,Neutral Negative,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u104,Term 5,2008-11-11,5.0,Positive,Positive,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u156,Term 5,2008-11-11,0.04,Negative,Negative,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u154,Term 5,2008-11-11,0.0,Negative,Negative,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u160,Term 5,2008-11-11,0.84,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u211,Term 5,2008-11-11,2.17,Neutral Negative,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u209,Term 5,2008-11-11,0.81,Mixed Negative,Negative,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u207,Term 5,2008-11-11,2.47,Neutral Negative,Neutral,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u205,Term 5,2008-11-11,2.01,Neutral Negative,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u203,Term 5,2008-11-11,0.12,Negative,Negative,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u201,Term 5,2008-11-11,2.75,Neutral Positive,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u198,Term 5,2008-11-11,0.82,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u158,Term 5,2008-11-11,0.01,Negative,Negative,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u194,Term 5,2008-11-11,1.73,Neutral Negative,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u192,Term 5,2008-11-11,1.89,Neutral Negative,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u190,Term 5,2008-11-11,0.69,Mixed Negative,Negative,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u188,Term 5,2008-11-11,2.2,Neutral Negative,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u196,Term 5,2008-11-11,3.0,Neutral Positive,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u183,Term 5,2008-11-11,2.65,Neutral Positive,Neutral,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u163,Term 5,2008-11-11,0.39,Negative,Negative,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u165,Term 5,2008-11-11,0.69,Mixed Negative,Negative,Zares,,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u186,Term 5,2008-11-11,2.02,Neutral Negative,Neutral,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u169,Term 5,2008-11-11,0.04,Negative,Negative,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u171,Term 5,2008-11-11,2.66,Neutral Positive,Neutral,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u173,Term 5,2008-11-11,0.0,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u167,Term 5,2008-11-11,1.24,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u177,Term 5,2008-11-11,3.78,Mixed Positive,Positive,SLS,Coalition,Centre-right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u179,Term 5,2008-11-11,0.02,Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u181,Term 5,2008-11-11,2.92,Neutral Positive,Neutral,SDS,Coalition,Right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u175,Term 5,2008-11-11,0.0,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.ana.u102,Term 5,2008-11-11,3.69,Mixed Positive,Positive,SD,Opposition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u113,Term 5,2008-11-21,1.86,Neutral Negative,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u111,Term 5,2008-11-21,3.49,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u109,Term 5,2008-11-21,1.51,Neutral Negative,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u107,Term 5,2008-11-21,3.61,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u105,Term 5,2008-11-21,1.02,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u103,Term 5,2008-11-21,4.99,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u101,Term 5,2008-11-21,0.5,Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u99,Term 5,2008-11-21,1.28,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u97,Term 5,2008-11-21,2.51,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u17,Term 5,2008-11-21,1.28,Mixed Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u214,Term 5,2008-11-21,4.46,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u185,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u187,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u189,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u191,Term 5,2008-11-21,3.04,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u193,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u196,Term 5,2008-11-21,3.08,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u217,Term 5,2008-11-21,2.11,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u198,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u202,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u204,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u206,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u208,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u210,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u212,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u200,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u93,Term 5,2008-11-21,0.13,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u47,Term 5,2008-11-21,0.0,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u89,Term 5,2008-11-21,3.64,Mixed Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u41,Term 5,2008-11-21,1.11,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u39,Term 5,2008-11-21,4.68,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u37,Term 5,2008-11-21,3.62,Mixed Positive,Positive,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u35,Term 5,2008-11-21,4.7,Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u33,Term 5,2008-11-21,3.61,Mixed Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u31,Term 5,2008-11-21,3.8,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u29,Term 5,2008-11-21,2.66,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u27,Term 5,2008-11-21,3.89,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u25,Term 5,2008-11-21,4.19,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u23,Term 5,2008-11-21,3.37,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u21,Term 5,2008-11-21,2.16,Neutral Negative,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u19,Term 5,2008-11-21,3.59,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u3,Term 5,2008-11-21,2.03,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u5,Term 5,2008-11-21,3.36,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u7,Term 5,2008-11-21,3.99,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u9,Term 5,2008-11-21,1.77,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u11,Term 5,2008-11-21,3.92,Mixed Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u13,Term 5,2008-11-21,3.12,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u15,Term 5,2008-11-21,3.43,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u43,Term 5,2008-11-21,3.9,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u91,Term 5,2008-11-21,3.79,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u45,Term 5,2008-11-21,4.86,Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u49,Term 5,2008-11-21,0.55,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u87,Term 5,2008-11-21,4.31,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u85,Term 5,2008-11-21,3.82,Mixed Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u83,Term 5,2008-11-21,0.1,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u81,Term 5,2008-11-21,2.98,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u79,Term 5,2008-11-21,4.5,Mixed Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u77,Term 5,2008-11-21,0.12,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u75,Term 5,2008-11-21,1.6,Neutral Negative,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u73,Term 5,2008-11-21,0.18,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u71,Term 5,2008-11-21,3.57,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u69,Term 5,2008-11-21,0.83,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u67,Term 5,2008-11-21,0.2,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u65,Term 5,2008-11-21,3.44,Neutral Positive,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u63,Term 5,2008-11-21,0.61,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u61,Term 5,2008-11-21,3.63,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u59,Term 5,2008-11-21,3.53,Mixed Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u57,Term 5,2008-11-21,2.6,Neutral Positive,Neutral,SLS,Opposition,Centre-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u55,Term 5,2008-11-21,0.06,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u53,Term 5,2008-11-21,3.73,Mixed Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u51,Term 5,2008-11-21,0.98,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u183,Term 5,2008-11-21,3.02,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u181,Term 5,2008-11-21,3.04,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u95,Term 5,2008-11-21,0.11,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u177,Term 5,2008-11-21,3.04,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u141,Term 5,2008-11-21,2.87,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u139,Term 5,2008-11-21,3.61,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u137,Term 5,2008-11-21,3.74,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u135,Term 5,2008-11-21,3.76,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u133,Term 5,2008-11-21,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u131,Term 5,2008-11-21,4.2,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u143,Term 5,2008-11-21,3.78,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u127,Term 5,2008-11-21,0.37,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u123,Term 5,2008-11-21,0.34,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u121,Term 5,2008-11-21,3.37,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u119,Term 5,2008-11-21,1.89,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u117,Term 5,2008-11-21,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u115,Term 5,2008-11-21,4.23,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u179,Term 5,2008-11-21,3.04,Neutral Positive,Neutral,,,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u125,Term 5,2008-11-21,3.53,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u145,Term 5,2008-11-21,3.92,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u129,Term 5,2008-11-21,0.27,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u149,Term 5,2008-11-21,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u175,Term 5,2008-11-21,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u147,Term 5,2008-11-21,0.34,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u173,Term 5,2008-11-21,0.22,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u171,Term 5,2008-11-21,4.76,Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u169,Term 5,2008-11-21,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u167,Term 5,2008-11-21,2.6,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u163,Term 5,2008-11-21,0.8,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u165,Term 5,2008-11-21,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u159,Term 5,2008-11-21,3.65,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u157,Term 5,2008-11-21,0.78,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u155,Term 5,2008-11-21,2.79,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u153,Term 5,2008-11-21,1.1,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u151,Term 5,2008-11-21,0.31,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.ana.u161,Term 5,2008-11-21,0.89,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u115,Term 5,2008-12-16,0.0,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u106,Term 5,2008-12-16,4.95,Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u113,Term 5,2008-12-16,0.12,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u117,Term 5,2008-12-16,3.0,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u111,Term 5,2008-12-16,0.49,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u109,Term 5,2008-12-16,1.45,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u104,Term 5,2008-12-16,0.08,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u90,Term 5,2008-12-16,1.86,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u100,Term 5,2008-12-16,1.98,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u98,Term 5,2008-12-16,4.94,Positive,Positive,,,
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u96,Term 5,2008-12-16,4.94,Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u94,Term 5,2008-12-16,0.29,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u92,Term 5,2008-12-16,1.29,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u88,Term 5,2008-12-16,0.83,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u119,Term 5,2008-12-16,0.24,Negative,Negative,NeP,,
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u86,Term 5,2008-12-16,0.07,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u102,Term 5,2008-12-16,5.0,Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u121,Term 5,2008-12-16,0.19,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u153,Term 5,2008-12-16,0.03,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u125,Term 5,2008-12-16,1.02,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u159,Term 5,2008-12-16,0.29,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u157,Term 5,2008-12-16,3.83,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u155,Term 5,2008-12-16,3.22,Neutral Positive,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u84,Term 5,2008-12-16,0.97,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u151,Term 5,2008-12-16,0.0,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u149,Term 5,2008-12-16,0.54,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u147,Term 5,2008-12-16,4.44,Mixed Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u145,Term 5,2008-12-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u143,Term 5,2008-12-16,2.94,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u141,Term 5,2008-12-16,0.18,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u139,Term 5,2008-12-16,0.65,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u137,Term 5,2008-12-16,0.05,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u135,Term 5,2008-12-16,0.07,Negative,Negative,NeP,,
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u133,Term 5,2008-12-16,3.94,Mixed Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u131,Term 5,2008-12-16,3.74,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u129,Term 5,2008-12-16,0.4,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u127,Term 5,2008-12-16,3.73,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03.ana.u123,Term 5,2008-12-16,3.92,Mixed Positive,Positive,SDS,Opposition,Right
